Date,Time,Game ID,Custom Game ID,Partner,Sport,Level,Home Team,Away Team,Site,Subsite,BillTo
9/26/21,15:30,,5209122,GotSport,Soccer,U-13,CINNAMINSON SC PIRATES 2009,WOODSTOWN ANGRY PIGS 2009,CINNAMINSON SC - MEMORIAL,F1,
9/26/21,15:30,,5207754,GotSport,Soccer,U-8,CINNAMINSON SC AVENGERS 2014,MONROE TWP UNITED 2014,CINNAMINSON SC - MEMORIAL,S7,
9/26/21,15:30,,5226571,GotSport,Soccer,U-9,DELRAN FC UNITED,VOORHEES SA PREDATORS 2013,DELRAN - VERMES,S7,
9/26/21,15:30,,5225369,GotSport,Soccer,U-11,CAPE EXPRESS SC SURGE 2011,DELRAN FC BLAST 2011,CAPE EX SOCCER COMPLEX At Ockie Wisting,S9,
9/26/21,3:30:00 PM,,5226215,GotSport,Soccer,U-8,CHERRY HILL SC UNITED BOYS 2014,MEDFORD SC FORCE 2014,CHSC - CH WEST HS,,
9/26/21,3:30:00 PM,,5207523,GotSport,Soccer,U-9,MEDFORD SC COLUMBIA 2013,VOORHEES SA B 2013,MEDFORD - BENDE PARK,,
9/26/21,15:30,,5228135,GotSport,Soccer,U-9,EGSA RAIDERS 2013,MILLVILLE SA REBELS 2013,E GREENWICH - THOMPSON FAMILY PARK,S7.2,
9/26/21,15:30,,5223159,GotSport,Soccer,U-14,Logan Soccer Club  Logan Dragons 2008,WINSLOW TOWNSHIP YSA CYCLONES 2008,LOGAN - TWP LINE,F1,
9/26/21,15:30,,5223061,GotSport,Soccer,U-13,SENECA UNITED SC EAGLES 2009,MILLVILLE RAPTORS 2009,SENECA - STONEY CREEK FIELDS,F1,
9/26/21,15:30,,5208181,GotSport,Soccer,U-11,BERLIN SC BALL BREAKERS 2011,MONROE TOWNSHIP YS UNITED 2011 WHITE,BERLIN SC - FRANKLIN FIELDS,S9,
9/26/21,15:30,,5207676,GotSport,Soccer,U-11,BURLINGTON TWP SC REBELS 2011,MARLTON SC CHIEFS ORANGE 2011,BURLINGTON TWP - PINEWALD AVE,S9,
9/26/21,15:30,,5208052,GotSport,Soccer,U-10,WOODSTOWN THUNDER 2012,VOORHEES SA FORCE 2012,WOODSTOWN,S7,
9/26/21,15:30,,5222485,GotSport,Soccer,U-14,HIGHLAND YOUTH GALAXY 2008,CINNAMINSON SC RAPTORS 2008,HIGHLAND - GLOUCESTER TWP PARK,F1,
9/26/21,15:30,,5207538,GotSport,Soccer,U-9,MARLTON SC CHIEFS BLACK 2013 (PLUM),CHERRY HILL SC FORCE 2013,MARLTON - MEMORIAL,S9,
9/26/21,15:30,,5208054,GotSport,Soccer,U-10,OAKLYN SC PATRIOTS 2012,SENECA UNITED SC PRIDE 2012,OAKLYN - Oaklyn Public School,OAKLYN PUBLIC SCHOOL,
9/26/21,15:30,,5223394,GotSport,Soccer,U-14,HADDON TWP WHITE HAWKS 2008,TAR-KILL BLUE DRAGONS 2008,HADDON TWP - RECCHINO FIELDS,F1,
9/26/21,15:30,,5225370,GotSport,Soccer,U-11,CHERRY HILL FC JUNIORS RED 2011,WINSLOW TOWNSHIP YSA RUSH 2011,CHFC - DeCOU,S9- Grass 9v9/D5,
9/26/21,15:30,,5208098,GotSport,Soccer,U-8,MOUNT LAUREL UNITED COBRAS 2014,NORTHERN BURLINGTON SA BLUE DEVILS,MLU-TROTTERS,S7.2,
9/26/21,15:30,,5208889,GotSport,Soccer,U-11,SENECA UNITED SC WARRIORS 2011,NORTHERN BURLINGTON SA HOOLIGANS 2011,SENECA - STONEY CREEK FIELDS,S9,
9/26/21,15:30,,5224850,GotSport,Soccer,U-12,MOORESTOWN SC UNITED 2010,Logan Soccer Club  Logan Fury 2010,MOORESTOWN - SALEM RD/PRYOR PARK,S1,
9/26/21,15:30,,5208728,GotSport,Soccer,U-9,AUDUBON SOCCER YOUTH ARSENAL 2010,FRANKLIN TWP SA ENFORCERS 2013,AUDUBON - GREEN WAVE PARK,S1,
9/26/21,15:45,,5224067,GotSport,Soccer,U-13,FRANKLIN TWP STRIKERS 2009,WINSLOW TOWNSHIP YSA VIPERS 2009,FRANKLIN TWP YOUTH COMPLEX,F1,
